Date,Hour,Total,Flow,Dam,Wind,Solar,Jeo,ren/tot
14.08.2022,8,31.18729,1.03422,3.1160900000000002,1.31518,0.88012,1.06499,23.761602883738853
14.08.2022,9,31.60446,1.16061,3.40812,1.04856,1.07978,1.04859,24.508123220583425
14.08.2022,10,32.30961,1.2084300000000001,3.782,0.9328500000000001,1.16227,1.01796,25.080804132269005
14.08.2022,11,32.88767,1.29516,4.51585,0.8895299999999999,1.20753,1.0166,27.136826658744756
14.08.2022,12,33.057970000000005,1.22994,5.0457600000000005,1.00142,1.19557,1.00187,28.66044103736557
14.08.2022,13,33.951730000000005,1.27549,5.11577,1.21822,1.16893,0.9828,28.750258086995856
14.08.2022,14,34.72817,1.29352,5.41953,1.48925,1.1311300000000002,0.96654,29.65883316051494
14.08.2022,15,35.57767,1.27823,5.50498,1.79444,1.05104,0.95748,29.755096384895364
14.08.2022,16,36.3038,1.21326,5.5661499999999995,2.02645,0.90837,0.96375,29.41284383452971
14.08.2022,17,37.65667,1.13898,6.556520000000001,2.30559,0.6584800000000001,0.97477,30.895828016656818
14.08.2022,18,38.76465,1.15829,6.9669099999999995,2.61347,0.26053,0.99211,30.933621224491894
14.08.2022,19,39.758129999999994,1.24339,7.49993,2.80234,0.0177,1.00629,31.61529478373355
14.08.2022,20,41.25656,1.42254,8.54014,2.82886,0.0,1.03543,33.51459743614106
14.08.2022,21,40.34618,1.39902,8.13123,2.8648000000000002,0.0,1.05129,33.32741786211235
14.08.2022,22,40.03022,1.40683,7.5438,2.8409400000000002,0.0,1.0649600000000001,32.11706056074636
14.08.2022,23,39.12812,1.2073699999999998,7.1229,2.57869,0.0,1.07347,30.62357711027261
15.08.2022,0,37.63606,0.98777,5.09,2.24375,0.0,1.1042100000000001,25.044412194050068
15.08.2022,1,35.94146,0.89842,4.4409600000000005,1.8964,0.0,1.11348,23.23016371622077
15.08.2022,2,34.993010000000005,0.88947,3.9228400000000003,1.7508599999999999,0.0,1.12322,21.965501110078836
15.08.2022,3,34.1962,0.9091,3.43444,1.72546,0.0,1.14175,21.086407261625563
15.08.2022,4,33.56161,0.9745199999999999,2.98613,1.68389,0.00025,1.14505,20.23097223285772
15.08.2022,5,33.18244,0.9837,2.61857,1.7675999999999998,0.006690000000000001,1.14941,19.666938296279593
15.08.2022,6,32.48252,0.95948,1.99233,1.8935799999999998,0.09314,1.1534,18.75448702871575
15.08.2022,7,34.22949,1.06675,2.89947,2.06711,0.50328,1.1360899999999998,22.41546689711123
15.08.2022,8,39.01258,1.19689,5.06387,2.0476300000000003,0.94055,1.11288,26.560201863091343
15.08.2022,9,41.00749,1.28602,6.13565,1.7288800000000002,1.09561,1.0833599999999999,27.627928458922987
15.08.2022,10,41.220459999999996,1.2659200000000002,6.52639,1.461,1.1948299999999998,1.0533299999999999,27.90233296765733
15.08.2022,11,41.41382,1.2843499999999999,6.719939999999999,1.46783,1.22695,1.02305,28.304850892769604
15.08.2022,12,40.71439,1.23312,6.40097,1.52674,1.20425,0.99463,27.900970639619068
15.08.2022,13,41.352019999999996,1.26203,6.84936,1.63252,1.1922300000000001,0.9853099999999999,28.829184160773767
15.08.2022,14,42.79692,1.46159,7.47328,1.7963,1.16747,0.97896,30.090015823568617
15.08.2022,15,43.2861,1.53209,7.75542,1.79629,1.09043,0.97689,30.381854683143086
15.08.2022,16,43.85544,1.62813,8.20433,1.8701500000000002,0.9316599999999999,0.98249,31.049192528908616
15.08.2022,17,44.04629,1.57275,8.751629999999999,1.9130999999999998,0.6646,0.9853999999999999,31.52928430521617
15.08.2022,18,43.423790000000004,1.52502,8.60023,1.9884600000000001,0.23072,0.9949,30.718944615382483
15.08.2022,19,43.46789,1.4456,8.436729999999999,2.0878200000000002,0.01677,1.01597,29.91378233450025
15.08.2022,20,44.6114,1.49932,9.30505,1.99868,0.00015,1.0366300000000002,31.02307930259978
15.08.2022,21,43.811330000000005,1.4292799999999999,9.20882,1.8425799999999999,0.0,1.05432,30.89383499656367
15.08.2022,22,42.9646,1.3135299999999999,8.678450000000002,1.69048,0.0,1.07023,29.68185436382511
15.08.2022,23,41.857639999999996,1.29864,7.86664,1.72472,0.0,1.0830799999999998,28.60428824940919
16.08.2022,0,39.93796,1.13477,5.4914700000000005,1.67242,0.0,1.09644,23.52423609017587
16.08.2022,1,38.279309999999995,1.06097,4.43858,1.50637,0.0,1.10269,21.182748591863334
16.08.2022,2,37.05165,1.02874,4.00265,1.40374,0.0,1.11444,20.37579972821723
16.08.2022,3,36.20025,0.97081,3.87225,1.36274,0.0,1.12431,20.248782812273397
16.08.2022,4,35.695910000000005,0.94962,3.3791599999999997,1.3765,0.00028000000000000003,1.12957,19.148216140168437
16.08.2022,5,34.93725,0.96084,2.84562,1.35844,0.0047599999999999995,1.1377899999999999,18.053653335623153
16.08.2022,6,34.17293,0.9599,2.22762,1.35228,0.08904999999999999,1.14096,16.884153626861963
16.08.2022,7,35.495160000000006,1.15231,3.35274,1.30206,0.4584,1.13542,20.85053286138166
16.08.2022,8,39.68161,1.2101,6.19079,1.07173,0.8884299999999999,1.11856,26.409235915579032
16.08.2022,9,41.400150000000004,1.3038800000000001,7.46093,0.78661,1.0866500000000001,1.08777,28.323182403928488
16.08.2022,10,41.935430000000004,1.45618,7.643560000000001,0.67527,1.1724100000000002,1.05475,28.620595997227166
